Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
10051017,00000140,false,Rx,0,8,55,3E,55,00,BD,01,05,00,
10051268,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10059935,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
10060172,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
10060422,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10060665,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10061019,00000140,false,Rx,0,8,55,3E,56,00,BD,01,05,00,
10061270,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10069947,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10070194,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10070445,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10070677,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
10071021,00000140,false,Rx,0,8,55,3E,57,00,BD,01,05,00,
10071272,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10079970,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10080217,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10080458,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10080701,00000121,false,Rx,0,8,94,07,34,04,00,00,00,00,
10081024,00000140,false,Rx,0,8,55,3E,58,00,BD,01,05,00,
10081274,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10089973,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10090220,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10090470,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10090713,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
10091016,00000140,false,Rx,0,8,55,3E,58,00,BD,01,05,00,
10091267,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10099996,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10100242,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10100483,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10100726,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
10101018,00000140,false,Rx,0,8,55,3E,59,00,BD,01,05,00,
10101269,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10110009,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10110256,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10110496,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10110739,00000121,false,Rx,0,8,93,07,34,04,00,00,00,00,
10111011,00000140,false,Rx,0,8,55,3E,59,00,BD,01,05,00,
10111262,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10120022,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10120259,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10120510,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10120753,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
10121014,00000140,false,Rx,0,8,55,3E,59,00,BD,01,05,00,
10121265,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10130036,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10130273,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10130524,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10130767,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
10131018,00000140,false,Rx,0,8,55,3E,59,00,BD,01,05,00,
10131258,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10140050,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
10140287,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10140539,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10140780,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
10141011,00000140,false,Rx,0,8,55,3E,5A,00,BD,01,05,00,
10141262,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10150063,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10150299,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10150551,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10150793,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
10151023,00000140,false,Rx,0,8,55,3E,5A,00,BD,01,05,00,
10151275,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10160075,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
10160311,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10160553,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10160805,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10161046,00000140,false,Rx,0,8,55,3E,5A,00,BD,01,06,00,
10161288,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10170089,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
10170335,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10170577,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10170819,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
10171049,00000140,false,Rx,0,8,55,3E,61,00,BD,01,05,00,
10171301,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10180101,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10180348,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10180589,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10180831,00000121,false,Rx,0,8,8F,07,34,04,00,00,00,00,
10181072,00000140,false,Rx,0,8,55,3E,67,00,BD,01,05,00,
10181324,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10190123,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10190360,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10190612,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10190854,00000121,false,Rx,0,8,8D,07,34,04,00,00,00,00,
10191084,00000140,false,Rx,0,8,55,3E,6B,00,BD,01,05,00,
10191336,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10200126,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10200373,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10200625,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10200867,00000121,false,Rx,0,8,8F,07,34,04,00,00,00,00,
10201097,00000140,false,Rx,0,8,55,3E,6E,00,BD,01,05,00,
10201349,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10210138,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10210385,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10210637,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10210868,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10211109,00000140,false,Rx,0,8,55,3E,71,00,BD,01,06,00,
10211361,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10220161,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10220409,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10220639,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10220881,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10221121,00000140,false,Rx,0,8,55,3E,73,00,BD,01,06,00,
10221373,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10230164,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10230412,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10230642,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10230884,00000121,false,Rx,0,8,8D,07,34,04,00,00,00,00,
10231115,00000140,false,Rx,0,8,55,3E,74,00,BD,01,06,00,
10231367,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10240167,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10240404,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10240645,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10240876,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10241117,00000140,false,Rx,0,8,55,3E,75,00,BD,01,06,00,
10241369,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10250159,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10250407,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10250638,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10250881,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10251112,00000140,false,Rx,0,8,55,3E,76,00,BD,01,06,00,
10251363,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10260216,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10260454,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10260706,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10260946,00000121,false,Rx,0,8,8C,07,34,04,00,00,00,00,
10261178,00000140,false,Rx,0,8,55,3E,76,00,BD,01,06,00,
10261429,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10270166,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10270404,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10270644,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
10270876,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10271118,00000140,false,Rx,0,8,55,3E,77,00,BD,01,06,00,
10271368,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10280158,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10280406,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10280646,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
10280888,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10281120,00000140,false,Rx,0,8,55,3E,77,00,BD,01,06,00,
10281371,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10290161,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10290409,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10290639,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10290881,00000121,false,Rx,0,8,8C,07,34,04,00,00,00,00,
10291113,00000140,false,Rx,0,8,55,3E,77,00,BD,01,06,00,
10291364,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10300164,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10300402,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10300642,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10300874,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10301115,00000140,false,Rx,0,8,55,3E,7F,00,BD,02,06,00,
10301366,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10310188,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10310436,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10310667,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10310908,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10311150,00000140,false,Rx,0,8,55,3E,85,00,BD,02,06,00,
10311401,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10320161,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10320409,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10320639,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10320881,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10321112,00000140,false,Rx,0,8,55,3E,8A,00,BD,02,06,00,
10321363,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10330164,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10330412,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10330642,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10330883,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10331115,00000140,false,Rx,0,8,55,3E,8D,00,BD,02,06,00,
10331366,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10340156,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10340404,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10340644,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
10340886,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10341118,00000140,false,Rx,0,8,55,3E,8F,00,BD,02,06,00,
10341368,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10350158,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10350406,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10350636,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
10350888,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10351120,00000140,false,Rx,0,8,55,3E,91,00,BD,02,06,00,
10351371,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10360349,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
10360595,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10360837,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10361079,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10361319,00000140,false,Rx,0,8,55,3E,93,00,BD,02,06,00,
10361570,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10370134,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10370382,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10370622,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10370864,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10371096,00000140,false,Rx,0,8,55,3E,94,00,BD,02,06,00,
10371347,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10380159,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10380406,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10380636,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
10380878,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10381120,00000140,false,Rx,0,8,55,3E,94,00,BD,02,06,00,
10381360,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10390162,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10390409,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10390639,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
10390881,00000121,false,Rx,0,8,8D,07,34,04,00,00,00,00,
10391112,00000140,false,Rx,0,8,55,3E,95,00,BD,02,06,00,
10391363,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10400154,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10400401,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10400642,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10400885,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10401115,00000140,false,Rx,0,8,55,3E,95,00,BD,02,06,00,
10401366,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10410188,00000110,false,Rx,0,8,8D,07,01,00,00,00,00,00,
10410435,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10410666,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10410908,00000121,false,Rx,0,8,89,07,34,04,00,00,00,00,
10411138,00000140,false,Rx,0,8,55,3E,9D,00,BD,02,06,00,
10411389,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10420159,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10420406,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10420636,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10420879,00000121,false,Rx,0,8,8C,07,34,04,00,00,00,00,
10421119,00000140,false,Rx,0,8,55,3E,A3,00,BD,02,06,00,
10421360,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10430162,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10430409,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10430639,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10430882,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10431123,00000140,false,Rx,0,8,55,3E,A8,00,BD,02,06,00,
10431363,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10440156,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10440403,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10440643,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10440886,00000121,false,Rx,0,8,88,07,34,04,00,00,00,00,
10441117,00000140,false,Rx,0,8,55,3E,AB,00,BD,02,06,00,
10441368,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10450159,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10450406,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10450636,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10450879,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10451119,00000140,false,Rx,0,8,55,3E,AD,00,BD,02,06,00,
10451360,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10460285,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10460532,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10460763,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
10461005,00000121,false,Rx,0,8,89,07,34,04,00,00,00,00,
10461235,00000140,false,Rx,0,8,55,3E,AF,00,BD,02,06,00,
10461486,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10470162,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10470409,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10470639,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10470882,00000121,false,Rx,0,8,87,07,34,04,00,00,00,00,
10471113,00000140,false,Rx,0,8,55,3E,B1,00,BD,02,06,00,
10471364,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10480165,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10480412,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10480642,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10480885,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10481115,00000140,false,Rx,0,8,55,3E,B2,00,BD,02,07,00,
10481366,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10490157,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10490404,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10490644,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10490877,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10491118,00000140,false,Rx,0,8,55,3E,B3,00,BD,02,07,00,
10491368,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10500159,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10500406,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10500636,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
10500880,00000121,false,Rx,0,8,88,07,34,04,00,00,00,00,
10501120,00000140,false,Rx,0,8,55,3E,B3,00,BD,02,07,00,
10501371,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10510182,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10510429,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10510671,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10510902,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10511143,00000140,false,Rx,0,8,55,3E,B4,00,BD,02,07,00,
10511394,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10520164,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10520401,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10520641,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10520884,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10521125,00000140,false,Rx,0,8,55,3E,B4,00,BD,02,07,00,
10521376,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10530166,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10530413,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10530643,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10530886,00000121,false,Rx,0,8,89,07,34,04,00,00,00,00,
10531127,00000140,false,Rx,0,8,55,3E,B4,00,BD,02,07,00,
10531367,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10540161,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10540408,00000111,false,Rx,0,8,01,2A,00,00,00,00,00,00,
10540638,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
10540881,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10541121,00000140,false,Rx,0,8,55,3E,B4,00,BD,02,07,00,
10541372,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10550205,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10550452,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10550685,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10550925,00000121,false,Rx,0,8,8C,07,34,04,00,00,00,00,
10551156,00000140,false,Rx,0,8,55,3E,B5,00,BD,02,07,00,
10551408,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10560312,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10560559,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10560792,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10561033,00000121,false,Rx,0,8,8A,07,34,04,00,00,00,00,
10561263,00000140,false,Rx,0,8,55,3E,B5,00,BD,02,07,00,
10561515,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10570149,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10570396,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10570637,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10570879,00000121,false,Rx,0,8,8C,07,34,04,00,00,00,00,
10571120,00000140,false,Rx,0,8,55,3E,B5,00,BD,02,07,00,
10571360,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10580163,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10580410,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10580651,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10580893,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10581134,00000140,false,Rx,0,8,55,3E,BD,00,BD,02,07,00,
10581375,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10590206,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10590453,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10590686,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10590936,00000121,false,Rx,0,8,8B,07,34,04,00,00,00,00,
10591167,00000140,false,Rx,0,8,55,3E,C4,00,BD,02,07,00,
10591419,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10600146,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10600403,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10600688,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10600928,00000121,false,Rx,0,8,8D,07,34,04,00,00,00,00,
10601169,00000140,false,Rx,0,8,55,3E,C8,00,BD,02,07,00,
10601411,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10610190,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10610437,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10610690,00000120,false,Rx,0,8,0B,02,0E,00,D9,0E,22,39,
10610941,00000121,false,Rx,0,8,8F,07,34,04,00,00,00,00,
10611172,00000140,false,Rx,0,8,55,3E,CC,00,BD,02,07,00,
10611424,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10620163,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10620409,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10620714,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10620955,00000121,false,Rx,0,8,8D,07,34,04,00,00,00,00,
10621185,00000140,false,Rx,0,8,55,3E,CF,00,BD,02,07,00,
10621437,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10630206,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10630452,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10630726,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10630967,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10631207,00000140,false,Rx,0,8,55,3E,D1,00,BD,02,07,00,
10631449,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10640147,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10640394,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10640739,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10640980,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
10641220,00000140,false,Rx,0,8,55,3E,D2,00,BD,02,07,00,
10641462,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10650159,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10650406,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10650752,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
10650992,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
10651223,00000140,false,Rx,0,8,55,3E,D4,00,BD,02,07,00,
10651475,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10660298,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10660546,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10660787,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10661028,00000121,false,Rx,0,8,8F,07,34,04,00,00,00,00,
10661270,00000140,false,Rx,0,8,55,3E,D4,00,BD,02,07,00,
10661520,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10670157,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10670404,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10670780,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10671021,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
10671252,00000140,false,Rx,0,8,55,3E,D5,00,BD,02,08,00,
10671503,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10680159,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10680406,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10680793,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
10681034,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
10681275,00000140,false,Rx,0,8,55,3E,D6,00,BD,02,08,00,
10681526,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
10690161,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
10690409,00000111,false,Rx,0,8,01,30,00,00,00,00,00,00,
10690805,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
